prof,title,journal,year,authors,url
guillaume.lajoie@mila.quebec,Robust prior-biased acquisition function for human-in-the-loop Bayesian optimization,Knowl. Based Syst.,2025,Rose Guay-Hottin,https://doi.org/10.1016/j.knosys.2025.113039
guillaume.lajoie@mila.quebec,Robust prior-biased acquisition function for human-in-the-loop Bayesian optimization,Knowl. Based Syst.,2025,Lison Kardassevitch,https://doi.org/10.1016/j.knosys.2025.113039
guillaume.lajoie@mila.quebec,Robust prior-biased acquisition function for human-in-the-loop Bayesian optimization,Knowl. Based Syst.,2025,Hugo Pham,https://doi.org/10.1016/j.knosys.2025.113039
guillaume.lajoie@mila.quebec,Robust prior-biased acquisition function for human-in-the-loop Bayesian optimization,Knowl. Based Syst.,2025,Guillaume Lajoie,https://doi.org/10.1016/j.knosys.2025.113039
guillaume.lajoie@mila.quebec,Robust prior-biased acquisition function for human-in-the-loop Bayesian optimization,Knowl. Based Syst.,2025,Marco Bonizzato,https://doi.org/10.1016/j.knosys.2025.113039
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Eric Elmoznino,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Tom Marty,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Tejas Kasetty,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Leo Gagnon,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Sarthak Mittal,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Mahan Fathi,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Dhanya Sridhar,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,In-context learning and Occam's razor,ICML 2025,2025,Guillaume Lajoie,https://doi.org/10.48550/arXiv.2410.14086
guillaume.lajoie@mila.quebec,Neural networks with optimized single-neuron adaptation uncover biologically plausible regularization,PLOS Computational Biology,2024,Victor Geadah,https://doi.org/10.1101/2022.04.29.489963
guillaume.lajoie@mila.quebec,Neural networks with optimized single-neuron adaptation uncover biologically plausible regularization,PLOS Computational Biology,2024,Stefan Horoi,https://doi.org/10.1101/2022.04.29.489963
guillaume.lajoie@mila.quebec,Neural networks with optimized single-neuron adaptation uncover biologically plausible regularization,PLOS Computational Biology,2024,Giancarlo Kerg,https://doi.org/10.1101/2022.04.29.489963
guillaume.lajoie@mila.quebec,Neural networks with optimized single-neuron adaptation uncover biologically plausible regularization,PLOS Computational Biology,2024,Guy Wolf,https://doi.org/10.1101/2022.04.29.489963
guillaume.lajoie@mila.quebec,Neural networks with optimized single-neuron adaptation uncover biologically plausible regularization,PLOS Computational Biology,2024,Guillaume Lajoie,https://doi.org/10.1101/2022.04.29.489963
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Arman Afrasiyabi,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Dhananjay Bhaskar,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Erica Lindsey Busch,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Laurent Caplette,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Rahul Singh,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Guillaume Lajoie,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Nicholas B Turk-Browne,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,Latent Representation Learning for Multimodal Brain Activity Translation,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2025,Smita Krishnaswamy,https://doi.org/10.1109/ICASSP49660.2025.10887834
guillaume.lajoie@mila.quebec,A benchmark of individual auto-regressive models in a massive fMRI dataset,Imaging Neuroscience,2024,Fraçois Paugam,https://doi.org/10.1162/imag_a_00228
guillaume.lajoie@mila.quebec,A benchmark of individual auto-regressive models in a massive fMRI dataset,Imaging Neuroscience,2024,Basile Pinsard,https://doi.org/10.1162/imag_a_00228
guillaume.lajoie@mila.quebec,A benchmark of individual auto-regressive models in a massive fMRI dataset,Imaging Neuroscience,2024,Guillaume Lajoie,https://doi.org/10.1162/imag_a_00228
guillaume.lajoie@mila.quebec,A benchmark of individual auto-regressive models in a massive fMRI dataset,Imaging Neuroscience,2024,Pierre Bellec,https://doi.org/10.1162/imag_a_00228
guillaume.lajoie@mila.quebec,A benchmark of individual auto-regressive models in a massive fMRI dataset,Imaging Neuroscience,2024,Lune P Bellec,https://doi.org/10.1162/imag_a_00228
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Antonin Berthon,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Lorenz Wernisch,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Myrta Stoukidi,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Michael Thornton,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Olivier Tessier-Lariviere,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Pascal Fortier-Poisson,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Jorin Mamen,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Max Pinkney,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Susannah Lee,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Elvijs Sarkans,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Luca Annecchino,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Ben Appleton,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Philip Garsed,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Bret Patterson,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Samuel Gonshaw,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Matjaž Jakopec,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Sudhakaran Shunmugam,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Tristan Edwards,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Aleksi Tukiainen,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Joel Jennings,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Guillaume Lajoie,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Emil Hewage,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Using neural biomarkers to personalize dosing of vagus nerve stimulation,Bioelectronic Medicine,2024,Oliver Armitage,https://doi.org/10.1101/2023.08.30.555487
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Lorenz Wernisch,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Tristan Edwards,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Antonin Berthon,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Olivier Tessier-Lariviere,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Elvijs Sarkans,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Myrta Stoukidi,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Pascal Fortier-Poisson,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Max Pinkney,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Michael Thornton,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Catherine Hanley,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Susannah Lee,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Joel Jennings,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Ben Appleton,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Philip Garsed,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Bret Patterson,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Buttinger Will,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Samuel Gonshaw,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Matjaž Jakopec,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Sudhakaran Shunmugam,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Jorin Mamen,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Aleksi Tukiainen,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Guillaume Lajoie,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Oliver Armitage,https://doi.org/10.1088/1741-2552/ad33ae
guillaume.lajoie@mila.quebec,Online Bayesian optimization of vagus nerve stimulation.,Journal of Neural Engineering,2024,Emil Hewage,https://doi.org/10.1088/1741-2552/ad33ae
hugo.larochelle@mila.quebec,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",ICLR 2025,2025,Ghada Sokar,https://doi.org/10.48550/arXiv.2410.01930
hugo.larochelle@mila.quebec,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",ICLR 2025,2025,Johan Samir Obando Ceron,https://doi.org/10.48550/arXiv.2410.01930
hugo.larochelle@mila.quebec,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",ICLR 2025,2025,Aaron C. Courville,https://doi.org/10.48550/arXiv.2410.01930
hugo.larochelle@mila.quebec,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",ICLR 2025,2025,Hugo Larochelle,https://doi.org/10.48550/arXiv.2410.01930
hugo.larochelle@mila.quebec,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",ICLR 2025,2025,Pablo Castro,https://doi.org/10.48550/arXiv.2410.01930
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Nazanin Mohammadi Sepahvand,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Eleni Triantafillou,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Hugo Larochelle,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Doina Precup,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,James J. Clark,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Daniel M. Roy,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,ICLR 2025,2025,Gintare Karolina Dziugaite,https://openreview.net/forum?id=KzSGJy1PIf
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Vedant Shah,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Frederik Träuble,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Ashish Malik,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Hugo Larochelle,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Michael Curtis Mozer,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Sanjeev Arora,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Yoshua Bengio,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Low Compute Unlearning via Sparse Representations,TMLR,2025,Anirudh Goyal,https://openreview.net/forum?id=GyKXzmk43s
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Rishabh Agarwal,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Avi Singh,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Lei M Zhang,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Bernd Bohnet,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Stephanie C.Y. Chan,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Luis Rosias,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Biao Zhang,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Ankesh Anand,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Zaheer Abbas,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Azade Nova,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,John D Co-Reyes,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Eric Chu,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Feryal Behbahani,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Aleksandra Faust,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Many-Shot In-Context Learning,NeurIPS 2024,2024,Hugo Larochelle,https://doi.org/10.48550/arXiv.2404.11018
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,Álvaro Planchuelo-Gómez,https://doi.org/10.1016/j.media.2024.103134
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,Maxime Descoteaux,https://doi.org/10.1016/j.media.2024.103134
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,Hugo Larochelle,https://doi.org/10.1016/j.media.2024.103134
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,Jana Hutter,https://doi.org/10.1016/j.media.2024.103134
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,Derek K. Jones,https://doi.org/10.1016/j.media.2024.103134
hugo.larochelle@mila.quebec,Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning.,Medical Image Analysis,2024,C. Tax,https://doi.org/10.1016/j.media.2024.103134
ioannis@mila.quebec,An Empirical Study of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration,Trans. Mach. Learn. Res.,2025,Hiroki Naganuma,https://openreview.net/forum?id=tYjoHjShxF
ioannis@mila.quebec,An Empirical Study of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration,Trans. Mach. Learn. Res.,2025,Ryuichiro Hataya,https://openreview.net/forum?id=tYjoHjShxF
ioannis@mila.quebec,An Empirical Study of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration,Trans. Mach. Learn. Res.,2025,Kotaro Yoshida,https://openreview.net/forum?id=tYjoHjShxF
ioannis@mila.quebec,An Empirical Study of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration,Trans. Mach. Learn. Res.,2025,Ioannis Mitliagkas,https://openreview.net/forum?id=tYjoHjShxF
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Divyat Mahajan,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Mohammad Pezeshki,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Charles Arnal,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Ioannis Mitliagkas,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Kartik Ahuja,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Compositional Risk Minimization,ICML 2025,2025,Pascal Vincent,https://doi.org/10.48550/arXiv.2410.06303
ioannis@mila.quebec,Feature learning as alignment: a structural property of gradient descent in non-linear neural networks,TMLR,2024,Daniel Beaglehole,https://openreview.net/forum?id=JXCe2ZcUXr
ioannis@mila.quebec,Feature learning as alignment: a structural property of gradient descent in non-linear neural networks,TMLR,2024,Ioannis Mitliagkas,https://openreview.net/forum?id=JXCe2ZcUXr
ioannis@mila.quebec,Feature learning as alignment: a structural property of gradient descent in non-linear neural networks,TMLR,2024,Atish Agarwala,https://openreview.net/forum?id=JXCe2ZcUXr
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Ryan D'Orazio,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Danilo Vucetic,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Zichu Liu,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Junhyung Lyle Kim,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Ioannis Mitliagkas,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Solving Hidden Monotone Variational Inequalities with Surrogate Losses,ICLR 2025,2025,Gauthier Gidel,https://doi.org/10.48550/arXiv.2411.05228
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Hiroki Naganuma,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Xinzhi Zhang,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Man-Chung Yue,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Ioannis Mitliagkas,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Russell J. Hewett,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Philipp Andre Witte,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Pseudo-Asynchronous Local SGD: Robust and Efficient Data-Parallel Training,TMLR,2025,Yin Tat Lee,https://openreview.net/forum?id=8VTrvS5vN7
ioannis@mila.quebec,Expecting The Unexpected: Towards Broad Out-Of-Distribution Detection,NeurIPS.cc/2024/Datasets_and_Benchmarks_Track,2024,Charles Guille-Escuret,https://doi.org/10.48550/arXiv.2308.11480
ioannis@mila.quebec,Expecting The Unexpected: Towards Broad Out-Of-Distribution Detection,NeurIPS.cc/2024/Datasets_and_Benchmarks_Track,2024,Pierre-Andre Noel,https://doi.org/10.48550/arXiv.2308.11480
ioannis@mila.quebec,Expecting The Unexpected: Towards Broad Out-Of-Distribution Detection,NeurIPS.cc/2024/Datasets_and_Benchmarks_Track,2024,Ioannis Mitliagkas,https://doi.org/10.48550/arXiv.2308.11480
ioannis@mila.quebec,Expecting The Unexpected: Towards Broad Out-Of-Distribution Detection,NeurIPS.cc/2024/Datasets_and_Benchmarks_Track,2024,David Vazquez,https://doi.org/10.48550/arXiv.2308.11480
ioannis@mila.quebec,Expecting The Unexpected: Towards Broad Out-Of-Distribution Detection,NeurIPS.cc/2024/Datasets_and_Benchmarks_Track,2024,Joao Monteiro,https://doi.org/10.48550/arXiv.2308.11480
ioannis@mila.quebec,No Wrong Turns: The Simple Geometry Of Neural Networks Optimization Paths,Proceedings of the 41st International Conference on Machine Learning,2024,Charles Guille-Escuret,https://doi.org/10.48550/arXiv.2306.11922
ioannis@mila.quebec,No Wrong Turns: The Simple Geometry Of Neural Networks Optimization Paths,Proceedings of the 41st International Conference on Machine Learning,2024,Hiroki Naganuma,https://doi.org/10.48550/arXiv.2306.11922
ioannis@mila.quebec,No Wrong Turns: The Simple Geometry Of Neural Networks Optimization Paths,Proceedings of the 41st International Conference on Machine Learning,2024,Kilian FATRAS,https://doi.org/10.48550/arXiv.2306.11922
ioannis@mila.quebec,No Wrong Turns: The Simple Geometry Of Neural Networks Optimization Paths,Proceedings of the 41st International Conference on Machine Learning,2024,Ioannis Mitliagkas,https://doi.org/10.48550/arXiv.2306.11922
